OperatorName,num_disclosures,year,avg_water_consum
"Piceance Energy, LLC",13,2014,4000375.0
"Piedra Operating, LLC",9,2014,15490900.0200339
"Pillar EFS, LLC",4,2025,17734331.75
Pine Wave Energy Partners,3,2024,22550521.666666668
Pinon Operating LLC,1,2021,18905502.0
Pioneer Natural Resources,609,2019,15369101.252648035
Plains Exploration & Production Company,8,2013,3815316.75
"Plymouth Exploration, LLC",4,2013,2785072.5
"Point Energy Partners Operating, LLC",6,2023,27781082.0
"Polaris Operating, LLC",1,2021,134524.0
Pollok Energy,1,2017,462794.0
Prairie Gas Company of Oklahoma,1,2022,705264.0
"Premier Natural Resources II, LLC",2,2014,506730.0
Premier Oil & Gas Incorporated,1,2021,356607.0
"Price Operating, LLC",4,2012,18900.0
Pride Energy Company,8,2013,5300867.25
Primary Natural Resources III,2,2013,2609062.0
Prime Operating Company,4,2014,684539.0
Primexx Operating,5,2019,21109198.0
Primexx Operating Corporation,5,2018,12312496.6
Prospect,1,2017,88553.0
Protege Energy III LLC,4,2020,12598717.25
"PureWest Resources, Inc",6,2024,13715839.773999998
"Pursuit Oil & Gas STX, LLC",3,2020,22289848.000137165
"Pursuit Oil & Gas, LLC",1,2017,23009868.0
"Q P, Inc.",1,2014,4088.0
QB Energy Operating LLC,9,2024,11049500.155555556
QEP Energy Company,129,2013,4540434.6124031
"Quail Ridge Operating, LLC",1,2025,10388696.0
"Quanah Panhandle, LLC",2,2018,7814947.0
"Quantum Resources Management, LLC",6,2014,158215.66666666666
Quicksilver Resources Inc.,5,2014,4058614.56
"R. Baker Oil, LLC",1,2016,30020.0
"R. Lacy Services, LTD",5,2021,20225382.8
R2Q Operating LLC,4,2020,75053.75
RANKEN ENERGY CORPORATION,1,2014,526680.0
"REOC, LLC",3,2016,3163431.0
"RFE Operating, LLC",2,2023,11608779.0
RK Petroleum Corp.,4,2013,1561189.75
"RKI Energy Resources, LLC",1,2018,26403.0
RKI Exploration & Production,26,2013,5791269.230769231
RKR Exploration Inc,3,2023,18174.0
"RLU Operating, LLC",1,2019,15792.0
"ROX Exploration, Inc.",1,2023,18296.0
"RP Operating, LLC",8,2023,36467167.375
"RSP Permian, LLC",32,2018,7649367.462583185
Rainbow Seven Oil and Gas,1,2017,49575.0
"Ram Fayette, LLC",1,2019,14671843.0
Ramtex Energy LLC,1,2018,9728082.0
"Range Louisiana Operating, LLC",9,2017,7484513.666666667
Range Resources Corporation,139,2014,8723566.690370316
Ranger  O&G,1,2014,2175600.0
"Raw Oil & Gas, Inc.",1,2012,18943.0
"Ray Richey Managment Company, Inc.",1,2012,8610.0
Recoil Resources Operating Inc.,5,2020,9011298.2
Red Bluff Resources,4,2019,13656768.25
"Red Fork (USA) Investments, Inc.",7,2013,3868711.1428571427
Red Rocks Oil & Gas Operating LLC,10,2019,538325.0
Red Tail Exploration,1,2024,13189806.0
"Red Willow Production, LLC",2,2013,6756976.0
Red Wolf Operating,1,2019,21267662.0
"Redemption Oil & Gas, LLC",1,2021,10287183.0
"Redland Resources, Inc.",1,2014,478044.0
Redwood Operating LLC,2,2021,9759783.5
"Reid Williams Operating, Inc.",1,2016,35602.0
Reign Operating LLC,1,2025,6635412.0
Relentless Permian Operating LLC,1,2019,145768.0
"Reliance Energy, Inc",20,2013,3867342.45
"Renegade Oil & Gas Company, LLC",2,2013,21754.0
Renos Land and Minerals Company,3,2019,10630868.666666666
"Replay Energy Assets, LLC",1,2023,1178856.0
"Repsol O&G, LLC.",28,2024,12211000.528571429
Resolute Natural Resources,16,2013,8720314.0
"Resource Oil and Gas, LLC",2,2022,1841368.0
Reverence Operating LLC,1,2022,51269.0
Revolution Resources,4,2021,4611669.0
Rex Energy,16,2016,9114974.6
"Reynolds E & P, Inc",1,2015,50232.0
"Rice Drilling B, LLC",11,2016,17855560.636363637
Ridgemar Energy LLC,5,2024,16920609.2
Rife Energy Operating,2,2016,116592.0
"Riley Exploration, LLC",1,2013,1631574.0
"Riley Permian Operating Company, LLC",7,2023,8498303.57142857
"RimRock Oil and Gas Willison, LLC",7,2019,8117179.571428572
"Ring Energy, Inc.",65,2018,1175998.076923077
"Rio Grande E&P II, LLC",1,2022,15167461.0
"Rio Oil and Gas, LLC",7,2023,13875527.134285714
"Rising Star Energy Partners, L.L.C.",1,2023,16149714.0
"Riverside Midstream Water Resources, LLC",1,2020,345346.0
"Riviera Operating, LLC",1,2019,11708886.0
Roan Resources LLC,12,2019,16866417.166666668
"Roberson Oil Company, Inc.",2,2019,3384780.0
"Robert L. Bayless, Producer LLC",1,2024,2209494.0
Rock Oil Company,1,2016,11714892.0
Rockcliff Energy Operating,33,2022,35215988.818206
Rockcliff Energy Operating III LLC,1,2025,31902276.0
"Rockdale Marcellus, LLC",2,2018,58519973.975
Rockies Resources Holdings LLC,6,2023,11094145.833333334
Rockport Energy Solutions LLC,2,2025,25634616.0
"Rocky Creek Resources, LLC",2,2018,25433781.0
Rocky Top Energy,3,2014,10673.333333333334
Rose City Resources,10,2022,3886409.2
"Rosehill Operating Company, LLC",12,2017,12703170.916666666
Rosetta Resources,49,2014,9428799.591836736
Rosewood Resources,30,2025,17748321.333333332
Rover Operating,2,2025,34000.0
"Rover Petroleum Operating, LLC",14,2019,63276.78571428572
"Royalty Land & Dev. Co., Inc.",2,2013,1434825.0
"Ruckus Energy Operating, LLC",1,2020,387618.0
"S. B. STREET OPERATING, INC.",5,2014,15589.8
"SCO Permian, LLC",1,2023,125058.0
"SDX Resources, Inc.",1,2014,363132.0
"SEG Williston, LLC",3,2023,13560728.467
"SEM Operating Company, LLC",27,2017,16893788.14814815
SG Interests I Ltd.,2,2015,2756669.466
SGP Operating LLC,1,2018,47124.0
"SHD Oil & Gas, LLC",2,2014,1228098.0
"SHERIDAN PRODUCTION CO III, LLC",9,2022,17427.666666666668
SIMCOE LLC,1,2022,0.0
SK E&P Operations America,4,2018,5836542.25
"SK Plymouth, LLC",2,2015,2293662.0
SM Energy,200,2012,15983588.8502
"SN EF Maverick, LLC",36,2017,11306762.305555556
"SN Operating, LLC",19,2018,8142590.842105263
"SOGC, Inc.",2,2023,8619856.5
SRC ENERGY,9,2019,7629155.333333333
STRATA PRODUCTION COMPANY,2,2025,2360862.0
"SV Energy Company, LLC",2,2013,89103.0
SWJN Oil Company,1,2018,119721.0
"Sabalo Exploration Operating,LLC",1,2014,8129856.0
"Sabalo Operating, LLC",8,2019,18924324.625
Sabinal Energy,15,2018,479445.4
Sabine Oil & Gas Corporation,37,2025,27229911.876756757
Sabine Oil & Gas LLC,14,2014,7293900.0
Sable Permian Resources,16,2019,18506870.775
Saddleback Exploration,1,2022,7278348.0
Saga Petroleum LLC,10,2015,163971.8
Sage Natural Resources,7,2023,17921991.85714286
Samson,35,2012,2156459.9714285713
"Samson Exploration, LLC",14,2019,9586945.714285715
Sanchez Oil & Gas Corporation,27,2014,5247737.962962963
SandRidge Energy,199,2013,1833911.0476271356
"Sandpoint Operating, LLC",2,2021,8425524.0
Sanguine Gas Exploration,8,2013,4205764.375
Scala Energy Operating LLC,1,2017,4245368.0
Scout Energy Partners,59,2022,428502.6440677966
Seaboard Operating Co.,6,2023,19084.5
"Sellers Lease Service, Inc",1,2019,22274.0
Seneca Resources Corporation,57,2012,11674561.408771928
"Sequel Energy, LLC",1,2013,2533440.0
ShadowPeak Operating LLC,1,2022,38726.0
Shell Oil Company affiliate,126,2013,5688418.396825396
"Shenandoah Resources, LLC",1,2018,1355607.0
"Sheridan Production Company, LLC",44,2015,142453.88636363635
Siena Natural Resources,1,2019,30828.0
"Sierra Resources, LLC",3,2019,15676520.666666666
"Silver Creek Oil & Gas, LLC",9,2015,5278467.0
"Silver Creek Permian OP CO, LLC",1,2019,616590.0
"Silver Hill Energy Partners, LLC",3,2016,3274323.6666666665
"Silver Hill Operating, LLC",12,2024,24637808.25
Silver Tusk Operating Co. LLC,1,2016,28159.0
SilverBow Resources,24,2022,14874506.0
"Silverback Operating, LLC",3,2022,8389534.666666666
Sinclair Oil & Gas Company,6,2022,6707584.666666667
Slant Operating,9,2022,272819.8888888889
"Slawson Exploration Company, Inc.",49,2014,6066680.65355102
Smith Production,1,2019,114242.0
Snyder Brothers Inc.,21,2015,16657491.80952381
"Solaris Water Midstream, LLC",1,2019,129494.0
Sooner Oil and Gas Mgt Inc,1,2012,557424.0
Southwest Operating,1,2025,164459.0
"Southwest Resources, Inc.",1,2017,16089.0
"Southwest Royalties, Inc.",6,2013,25845.5
Southwestern Energy,268,2013,9812878.669418652
Special Energy Corporation,1,2018,60458.0
Spess Oil Company,4,2014,65600.0
Sponte Operating,2,2024,40621749.0
Spring Operating Company,4,2014,59354.75
Spur Energy Partners,12,2023,11384975.5
"Staghorn Petroleum II, LLC",4,2018,9035733.0
"Star Point Enterprises, Inc.",1,2018,202020.0
"Stasney Well Service, LLC",6,2020,6500.0
Statoil Oil & Gas LP,51,2018,5883849.794117647
Statoil Texas Onshore Properties LLC,18,2017,7757068.944444444
Statoil USA Onshore Properties Inc.,5,2018,16853588.6
Steller Energy & Investment Corp,3,2013,674072.0
Stephens & Johnson Operating Co.,6,2014,87392.16666666667
Stephens Production Company,3,2014,6547632.666666667
"Steward Energy II, LLC",16,2020,3949434.375
Stone Energy Corporation,10,2012,6221643.4
"Stone Oak Operating, LLC",1,2019,46158.0
Stonegate Production,13,2014,5392463.615384615
"Story Oil & Gas, Inc.",1,2013,3000807.0
Stout Energy Inc.,5,2019,71289.4
"Strand Energy, L.C.",1,2025,10273945.0
Strat Land Exploration Co,6,2013,1723691.5
Stronghold Energy II Operating LLC,15,2021,631135.0666666667
"Stroud Petroleum, Inc.",1,2021,56330.0
Summit Discovery Res II LLC,1,2019,8226834.0
Summit Energy Management,6,2019,3263028.1666666665
Summit Oil & Gas,2,2022,10305224.0
Summit Petroleum LLC,42,2014,11888889.452380951
SunRay Operating Co. Inc.,1,2014,2423.0
Sundance Energy,17,2013,6302681.235294118
Sundown Energy L.P.,7,2013,584839.0
Sunshine Valley Petroleum Corp,1,2025,1476506.0
Superior Production LLC,1,2023,227682.0
"Surge Operating, LLC",63,2021,13995204.07936508
"Swift Energy Operating, LLC",17,2014,5743462.117647059
Synergy Resources Corporation,39,2012,5180069.461538462
"TACOR Resources, Inc.",3,2012,108694.33333333333
TALL CITY OPERATIONS LLC,3,2014,10659810.0
"TAQA North USA, Inc.",2,2012,367334.0
"TEP Barnett USA, LLC",20,2026,9756932.9
TEP Rocky Mountain LLC,67,2022,4948875.673940373
TG Natural Resources LLC,13,2022,30050653.230769232
THE DEHART COMPANY,2,2019,50136.0
"THE EDMAR COMPANY, LLC",1,2014,317772.0
TRP Operating LLC,6,2023,21160391.0
TXON Partners LLC,1,2013,4241.0
"TXP, Inc.",2,2017,38501.5
Tacitus LLC,1,2022,119181.72
Talisman Energy USA Inc.,35,2013,4857458.342857143
Tall City Operations III LLC,6,2022,15389150.0
"Tamarack Petroleum Company, Inc.",4,2013,701452.5
"Tanos Exploration II, LLC",23,2017,6073408.0869565215
Tap Rock Resources,43,2020,18495631.558139537
Tapstone Energy,15,2014,7460756.866666666
"Tarka Energy, LLC",2,2015,865117.5
Tascosa Energy Partners LLC.,2,2021,7709411.5
Teal Natural Resources,2,2019,13328037.0
"Tecolote Energy Operating, LLC",2,2018,19350692.0
Tecpetrol Operating LLC,1,2013,90708.0
Tekton Energy,1,2012,474936.0
Tellurian Operating LLC,1,2022,15209208.0
Tema Oil and Gas Company,4,2014,2578521.0
Templar Operating LLC,1,2020,89220.0
Terrace Energy,2,2018,69138.0
Territory Resources,2,2025,123459.0
"Texakoma E&P, LLC",1,2022,230001.0
Texas American Resources Company,14,2017,10333568.714285715
"Texas Energy Holdings, Inc.",8,2013,230334.25
Texas Secondary Oilfield Services,3,2014,5530.0
Texegy Operating Company LLC,3,2018,88544.66666666667
"Texland Petroleum, LP",11,2017,54614.818181818184
"The Cumming Company, Inc.",1,2014,147521.0
"The Quintin Little Company, Inc.",3,2023,73962.66666666667
Three Rivers Operating Co II LLC,14,2014,1483161.7142857143
Three Rivers Operating Co III LLC,1,2017,13666170.0
"Three Span Oil & Gas, Inc.",3,2021,7956426.666666667
Throne Petroleum,1,2018,17212524.0
"Thunder Oil & Gas, LLC",1,2019,211384.0
"Tidal Petroleum, Inc.",2,2013,4462962.0
"Tilford Pinson Exploration, LLC",2,2017,33390.0
Timber Creek Operating,1,2017,120836.0
"Titan Exploration, LLC",1,2019,20930970.0
"Titus Oil & Gas Production, LLC",11,2019,15836699.454545455
Toklan Oil and Gas Corporation,1,2020,28140.0
"Tracker Resource Dev III, LLC",2,2018,26185239.0
Trail Ridge Energy Partners II LLC,2,2015,9694195.5
Trans Pacific Oil Corp.,1,2017,13457.0
"Travis Peak Resources, LLC",10,2020,15598802.4
"TreadStone Energy Partners Operating, LLC",5,2019,14165321.8
"Treadstone Energy Partners, LLC",3,2012,1656784.0
"Trek Resources, Inc.",1,2014,326088.0
Trendwell Energy Corp,1,2016,1194795.0
"Tri-C Resources, LLC",1,2016,15109.0
"Triad Energy, Inc.",1,2013,362124.0
Triad Hunter LLC.,6,2018,9714673.833333334
Triangle USA Petroleum Corporation,13,2014,3574570.5384615385
"Tribune Resources, LLC",3,2022,17703014.0
"Trilogy Operating, Inc.",1,2024,112644.0
Trinity Gas Storage,1,2024,368676.0
"Trinity Operating (USG), LLC",74,2017,22016916.224864867
"Trinity River Energy Operating, LLC",1,2015,11886.0
Triple Crown Resources,21,2024,20923772.38095238
Triumph Energy Partners LLC,2,2018,12785340.0
"Triumph Exploration, Inc.",2,2016,885258.5
Troubadour Operating,2,2024,13001064.0
True Oil Company LLC,4,2015,1570621.75
True Oil LLC,4,2013,4378711.75
"Truevine Operating, LLC",1,2013,3225222.0
"Tug Hill Operating, LLC",12,2019,18700825.166666668
"Twisted Oak Operating, LLC",3,2018,29690.0
U.S. Energy Development Corp,2,2025,11964648.620000001
U.S. Energy Development Corp.,8,2017,5845801.875
"Uinta Wax Operating, LLC",21,2024,16940232.477809522
Ultra Resources,94,2013,1696208.5332765956
Unit Petroleum,38,2014,3591506.1578947366
Unitex Oil Company,13,2014,32632.076923076922
UpCurve Energy LLC,8,2022,23829903.872
Upland Exploration LLC,1,2023,40000000.0
Upland Operating LLC,3,2024,34952655.0
Urban Oil and Gas Group,6,2015,7418.333333333333
Ursa Operating Company LLC,27,2014,5783967.842922222
Utah Gas Corporation,1,2022,75852.0
V-F Petroleum Inc.,2,2021,333254.0
VALIDUS NRG AQUILAS ASSETCO LLC,2,2022,12948831.0
VENADO OPERATING COMPANY LLC,5,2018,17058411.6
"VTX Energy Operating, LLC",5,2023,32473547.8
Valence Operating Company,16,2025,9241973.3125
Validus Energy II Midcon,2,2025,22847689.5
Valley Petrol Consulting Inc,1,2023,4482.0
"Valpoint Operating, LLC",2,2024,6720090.5
Van Operating,1,2014,131716.0
"Vanguard Natural Resources, LLC",1,2013,5600503.0
"Vanguard Operating, LLC",1,2018,7560000.0
Vanguard Permian LLC,1,2014,30120.0
Vantage Energy Appalachia II LLC,4,2014,9827112.5
Vantage Energy Appalachia LLC,1,2015,7242942.0
Vantage Fort Worth Energy LLC,13,2015,7117660.0
Venado Oil & Gas LLC,4,2014,5578734.0
"Vencer Energy, LLC",8,2023,23341983.0
Venture Oil & Gas,4,2022,127251.25
"Verado Energy, Inc.",2,2018,4533010.0
Verdad Oil and Gas Corporation,15,2018,17588409.6
Verdad Resources LLC,10,2024,18503095.9
Verdun Oil Company,33,2022,16224628.878787879
"Veritas Energy, LLC",5,2013,688633.3200000001
Vermilion Energy USA LLC,4,2018,2238359.0
Vess Oil Corp,1,2023,18627336.0
"Viejo Energy I, LLC",1,2012,90000.0
Vine Energy Operating LP,1,2021,39342307.0
Vine Oil & Gas LP,23,2016,17883781.608695652
"VirTex Operating Company, Inc.",5,2019,4749060.4
Vital Energy,15,2024,25520068.266666666
"Vitruvian Exploration II, LLC",4,2013,11621536.0
"Vitruvian Exploration IV, LLC",2,2018,18223795.5
"W&T Offshore, Inc.",13,2014,1175861.3846153845
W.T. Waggoner Estate,6,2015,13247.333333333334
WBH Energy Partners LLC,3,2014,5195022.0
"WEM Operating, LLC",2,2025,21255879.0
WFD Oil Corporation,1,2015,6678.0
"WFW Production Company, Inc.",1,2023,19134.0
"WG Operating, Inc.",1,2013,21076.0
WILLIAMS OIL COMPANY,3,2017,171954.0
WPX Energy,223,2018,7060787.991494619
"Wagon Wheel ArkLaTex, LLC",1,2017,906968.0
"Walsh & Watts, Inc.",3,2013,22792.0
"Walsh Petroleum, Inc.",5,2019,1826777.4
Walter Black Warrior Basin LLC,2,2013,40000.0
Walter Exploration Company,3,2014,20468.0
Walter Oil & Gas Corporation,2,2022,13508817.0
"Wapiti Operating, LLC",4,2025,169450.25
Ward Petroleum,3,2016,9837650.666666666
Warren American Oil Company,4,2018,50431.5
"Warrior Met Coal Gas, LLC",2,2023,31017.0
Warwick Investment Group,8,2025,16457781.375
"Wave Petroleum Operating, LLC",2,2014,2883976.0
Weaver Energy Corporation,2,2025,42743.0
"Weinkauf Petroleum, Inc.",1,2014,56897.0
Weins Oil & Gas LLC,2,2014,2163.0
"Wesco Operating, Inc.",2,2016,1750.0
"Western Chief Operating, LLC",3,2019,417439.6666666667
Wexpro Company,30,2024,731601.0666666667
White Knight Production LLC,1,2018,57078.0
"White Rock Oil & Gas, LLC",13,2022,1495878.923076923
"White Star Petroleum, LLC",11,2017,3719695.5454545454
Whiting Petroleum,214,2023,5426270.430424799
WildFire Energy Operating LLC,9,2023,20966836.57812222
WildHorse Resources LLC,34,2018,16128804.911764706
Wildhorse Operating Company,1,2016,8607.0
"Willowbend Investments, Inc.",7,2025,18220.285714285714
Wishbone Texas Operating Co.,3,2017,2046357.3333333333
Woodbine Acquisition LLC,1,2013,2098278.0
"Worsham-Steed Gas Storage, LLC",3,2015,73608.0
XCL Resources,14,2021,19616330.258571427
XTO Energy/ExxonMobil,737,2016,12357778.00230665
"Yale Oil Association, Inc.",1,2015,166286.0
Younger Energy Company,1,2021,22757.0
"Yucca Energy, Inc.",1,2014,35700.0
Zarvona Energy,4,2021,14210438.235
"Zavanna, LLC",15,2019,8917291.466666667
Zeal Production Company,1,2024,19078.0
"Zenergy, Inc.",7,2013,4771335.0
bracken operating llc,1,2024,134309.0
"chisholm Oil and Gas Operating, LLC",20,2018,11740361.85
donray petroleum llc.,4,2014,38787.0
king energy llc,1,2014,0.0
winfield Operating company,1,2022,16510.0
